id_cliente,n_compras,venta_total
508960,15,171.7
508961,3,93.3
508962,2,83.3
508963,1,53.4
508964,5,154.0
508965,4,108.8
508966,2,43.3
508967,1,42.3
508968,2,46.8
508969,5,76.8
508970,4,155.4
508971,3,139.0
508972,1,25.8
508973,1,46.1
508974,2,79.8
508975,1,22.8
508976,2,68.4
508977,7,283.3
508978,4,139.5
508979,4,78.3
508980,1,15.2
508981,2,80.2
508982,6,153.3
508983,9,282.4
508984,9,137.2
508985,3,142.1
508986,4,160.4
508987,6,104.1
508988,4,193.3
508989,9,298.0
508990,3,199.1
508991,4,98.3
508992,8,221.2
508993,6,314.5
508994,10,365.7
508995,7,205.7
508996,11,274.9
508997,2,20.7
508998,2,107.8
508999,8,437.0
509000,10,767.1
509001,11,788.8
509002,6,135.7
509003,9,418.3
509004,3,67.8
509005,2,46.9
509006,1,51.7
509007,1,46.9
509008,12,646.9
509009,1,56.3
509010,2,71.6
509011,8,340.2
509012,4,202.1
509013,2,32.4
509014,3,96.9
509015,16,894.0
509016,3,145.4
509017,2,28.4
509018,5,156.8
509019,4,378.5
509020,4,110.7
509021,2,85.8
509022,10,96.2
509023,1,110.9
509024,4,344.1
509025,13,793.2
509026,2,43.6
509027,5,328.3
509028,5,93.5
509029,3,186.3
509030,7,158.8
509031,4,202.8
509032,1,59.7
509033,7,462.2
509034,1,57.3
509035,7,451.9
509036,11,1453.5
509037,5,477.4
509038,6,373.6
509039,8,271.6
509040,1,68.6
509041,4,199.0
509042,1,43.6
509043,4,123.6
509044,4,63.2
509045,7,340.3
509046,4,139.8
509047,2,170.9
509048,4,429.7
509049,3,282.7
509050,3,175.3
509051,3,106.5
509052,4,158.6
509053,2,54.9
509054,5,160.7
509055,25,1225.0
509056,5,72.7
509057,4,76.2
509058,16,506.8
509059,5,265.0
509060,3,135.2
509061,2,109.2
509062,6,176.9
509063,4,75.1
509064,2,71.4
509065,7,241.3
509066,3,133.1
509067,3,176.8
509068,5,225.0
509069,13,249.6
509070,5,138.5
509071,2,113.5
509072,2,55.7
509073,5,142.4
509074,5,183.3
509075,6,156.2
509076,2,126.0
509077,7,373.2
509078,5,678.2
509079,15,658.4
509080,4,121.9
509081,9,208.9
509082,3,123.5
509083,5,167.0
509084,4,61.4
509085,1,66.3
509086,3,93.2
509087,6,273.3
509088,3,156.2
509089,4,182.4
509090,5,59.6
509091,14,286.0
509092,5,324.7
509093,2,62.5
509094,10,318.8
509095,3,141.6
509096,7,168.6
509097,8,298.1
509098,6,126.0
509099,5,87.8
509100,3,77.9
509101,5,197.2
509102,1,25.1
509103,6,305.8
509104,3,174.0
509105,11,275.1
509106,8,110.6
509107,6,297.5
509108,3,412.9
509109,5,111.6
509110,1,25.1
509111,1,12.9
509112,6,356.4
509113,5,128.6
509114,8,285.1
509115,4,213.2
509116,2,140.2
509117,3,182.9
509118,10,155.9
509119,10,312.8
509120,6,264.4
509121,3,61.4
509122,4,145.7
509123,6,208.0
509124,4,115.4
509125,2,120.7
509126,1,33.7
509127,2,37.5
509128,8,311.6
509129,5,169.0
509130,10,932.8
509131,7,175.3
509132,5,167.4
509133,2,30.7
509134,6,275.0
509135,1,34.6
509136,2,103.4
509137,7,205.3
509138,2,45.8
509139,14,1224.6
509140,6,376.8
509141,2,95.6
509142,18,731.6
509143,18,887.1
509144,2,102.8
509145,1,24.8
509146,5,144.5
509147,11,609.2
509148,1,95.8
509149,2,84.7
509150,4,29.5
509151,4,130.2
509152,4,447.4
509153,1,32.4
509154,7,178.6
509155,5,189.7
509156,8,175.2
509157,4,95.2
509158,6,78.8
509159,2,26.8
509160,4,167.0
509161,1,24.6
509162,3,194.2
509163,13,651.4
509164,1,26.8
509165,3,68.4
509166,4,281.9
509167,2,141.1
509168,2,101.4
509169,2,49.1
509170,3,70.0
509171,2,85.5
509172,2,41.5
509173,6,467.4
509174,1,26.3
509175,5,150.3
509176,5,266.7
509177,2,68.6
509178,2,46.8
509179,12,436.9
509180,4,83.5
509181,6,376.7
509182,2,67.0
509183,1,35.0
509184,7,146.0
509185,2,120.8
509186,2,125.2
509187,8,126.5
509188,1,47.7
509189,2,48.1
509190,9,181.5
509191,7,227.3
509192,3,112.3
509193,14,445.9
509194,8,313.5
509195,6,248.9
509196,2,140.3
509197,3,394.4
509198,3,73.8
509199,1,31.7
509200,4,224.8
509201,8,310.5
509202,1,71.5
509203,5,136.7
509204,5,444.4
509205,6,187.2
509206,6,308.1
509207,1,53.4
509208,5,79.9
509209,20,1130.3
509210,1,19.0
509211,8,176.7
509212,7,222.7
509213,4,76.3
509214,6,319.5
509215,9,226.5
509216,2,61.8
509217,3,194.7
509218,6,249.5
509219,2,74.5
509220,4,55.5
509221,7,96.1
509222,5,153.7
509223,4,481.9
509224,4,347.6
509225,7,482.7
509226,13,421.1
509227,23,970.9
509228,5,107.0
509229,6,210.3
509230,3,38.3
509231,5,143.0
509232,4,170.4
509233,3,90.4
509234,7,388.0
509235,9,510.7
509236,5,114.5
509237,5,383.3
509238,9,296.2
509239,5,304.2
509240,4,74.1
509241,6,382.0
509242,2,63.6
509243,7,238.2
509244,5,75.3
509245,1,42.1
509246,9,466.5
509247,1,39.6
509248,11,458.0
509249,3,79.4
509250,6,161.2
509251,4,146.2
509252,4,62.4
509253,3,154.2
509254,5,255.2
509255,4,264.6
509256,1,33.6
509257,2,91.2
509258,2,37.4
509259,6,132.9
509260,2,78.5
509261,4,153.7
509262,5,121.0
509263,7,259.3
509264,2,81.3
509265,2,48.5
509266,7,436.1
509267,3,121.7
509268,4,167.1
509269,5,324.2
509270,3,56.7
509271,10,363.6
509272,7,174.9
509273,14,295.9
509274,10,468.4
509275,2,62.4
509276,2,25.8
509277,10,217.2
509278,4,176.7
509279,5,252.5
509280,1,33.9
509281,2,92.6
509282,6,395.0
509283,7,290.7
509284,1,49.0
509285,10,291.1
509286,8,432.2
509287,5,268.8
509288,5,394.3
509289,15,627.6
509290,4,129.7
509291,1,30.4
509292,6,302.0
509293,10,373.3
509294,3,103.7
509295,2,32.6
509296,8,260.2
509297,2,74.3
509298,2,39.2
509299,2,74.4
509300,7,578.0
509301,7,340.8
509302,24,746.3
509303,1,34.3
509304,4,164.3
509305,6,250.8
509306,12,550.0
509307,7,152.2
509308,4,304.7
509309,6,195.9
509310,2,297.9
509311,4,120.6
509312,8,129.6
509313,2,92.5
509314,7,258.2
509315,10,196.6
509316,5,254.7
509317,3,54.0
509318,6,406.6
509319,2,36.1
509320,10,246.8
509321,4,231.7
509322,12,555.8
509323,8,234.7
509324,8,368.0
509325,10,698.4
509326,4,209.3
509327,7,492.4
509328,7,192.4
509329,2,61.5
509330,2,46.1
509331,2,137.3
509332,6,253.8
509333,5,101.2
509334,9,198.8
509335,8,518.4
509336,1,106.7
509337,5,188.4
509338,1,41.9
509339,3,146.8
509340,4,90.7
509341,9,640.5
509342,2,118.7
509343,3,86.1
509344,2,42.1
509345,13,189.2
509346,4,71.5
509347,4,86.1
509348,11,295.4
509349,6,631.9
509350,3,83.9
509351,6,126.7
509352,3,140.6
509353,10,177.7
509354,5,197.4
509355,10,243.6
509356,1,55.3
509357,3,73.4
509358,4,201.6
509359,4,79.4
509360,7,201.0
509361,2,105.3
509362,6,318.9
509363,4,261.2
509364,12,405.5
509365,3,98.4
509366,2,64.9
509367,2,80.0
509368,5,253.5
509369,3,70.6
509370,3,61.4
509371,3,56.6
509372,10,505.6
509373,4,99.3
509374,4,88.0
509375,3,233.4
509376,2,28.2
509377,4,91.7
509378,7,441.2
509379,6,233.0
509380,2,201.5
509381,1,65.5
509382,4,95.9
509383,2,93.3
509384,8,192.9
509385,5,162.2
509386,5,147.9
509387,4,89.9
509388,11,1087.6
509389,5,84.5
509390,2,23.9
509391,9,327.4
509392,1,39.6
509393,5,369.5
509394,6,132.7
509395,2,86.5
509396,1,49.5
509397,3,168.2
509398,2,28.6
509399,2,75.6
509400,3,168.3
509401,6,178.6
509402,1,14.4
509403,3,56.6
509404,2,49.0
509405,1,31.4
509406,3,49.9
509407,3,188.7
509408,6,279.5
509409,2,55.1
509410,2,43.5
509411,4,89.3
509412,2,129.4
509413,7,134.8
509414,7,176.9
509415,2,72.7
509416,1,25.8
509417,4,377.5
509418,1,27.1
509419,7,438.3
509420,3,192.3
509421,5,67.2
509422,3,110.6
509423,4,94.3
509424,8,347.8
509425,1,35.1
509426,2,83.5
509427,6,511.4
509428,11,1355.4
509429,6,126.4
509430,4,70.5
509431,12,250.5
509432,3,178.4
509433,1,58.0
509434,12,521.4
509435,3,64.9
509436,3,89.4
509437,3,96.2
509438,2,61.8
509439,1,36.6
509440,4,142.3
509441,1,75.5
509442,2,42.3
509443,3,74.1
509444,5,239.0
509445,2,116.8
509446,4,77.8
509447,5,114.9
509448,8,203.9
509449,6,291.1
509450,3,83.2
509451,2,89.8
509452,3,156.2
509453,3,59.2
509454,2,145.3
509455,2,90.9
509456,1,13.6
509457,3,108.6
509458,7,190.5
509459,11,474.0
509460,10,304.5
509461,4,106.2
509462,8,545.0
509463,7,332.3
509464,5,95.2
509465,2,239.5
509466,7,362.0
509467,2,47.0
509468,11,278.7
509469,1,42.9
509470,2,80.9
509471,2,78.5
509472,5,188.3
509473,5,182.3
509474,1,29.4
509475,2,68.9
509476,3,158.3
509477,1,31.6
509478,4,227.7
509479,9,606.4
509480,7,146.6
509481,10,305.6
509482,3,119.1
509483,4,107.8
509484,9,180.0
509485,1,54.4
509486,3,520.2
509487,5,202.1
509488,6,565.4
509489,2,134.2
509490,14,711.7
509491,2,81.3
509492,4,202.3
509493,2,140.7
509494,1,26.3
509495,6,244.7
509496,7,892.8
509497,3,73.0
509498,3,299.3
509499,3,156.1
509500,1,20.9
509501,8,211.6
509502,7,225.2
509503,9,475.2
509504,2,84.1
509505,6,177.4
509506,5,154.4
509507,5,172.9
509508,4,104.5
509509,7,478.8
509510,15,636.5
509511,8,525.8
509512,1,25.8
509513,10,423.5
509514,4,151.5
509515,4,82.5
509516,2,162.7
509517,4,118.2
509518,2,42.1
509519,4,43.0
509520,3,74.1
509521,2,39.2
509522,3,130.4
509523,2,71.2
509524,6,301.2
509525,8,438.5
509526,7,173.4
509527,9,510.1
509528,2,60.5
509529,3,196.5
509530,2,22.9
509531,1,20.6
509532,1,32.6
509533,22,859.9
509534,6,97.9
509535,1,105.5
509536,2,108.6
509537,2,142.0
509538,5,284.2
509539,2,94.3
509540,10,147.7
509541,7,182.6
509542,3,76.7
509543,3,102.8
509544,5,230.8
509545,4,84.9
509546,2,62.3
509547,6,321.3
509548,1,27.9
509549,1,50.5
509550,7,265.2
509551,7,358.1
509552,1,49.5
509553,11,298.2
509554,1,17.5
509555,7,333.4
509556,10,147.9
509557,3,122.8
509558,7,207.1
509559,5,203.1
509560,2,71.5
509561,6,178.7
509562,6,224.0
509563,10,361.7
509564,19,634.3
509565,5,73.3
509566,3,165.3
509567,3,150.5
509568,4,101.9
509569,5,239.9
509570,5,232.9
509571,6,316.6
509572,2,93.8
509573,10,169.2
509574,4,127.3
509575,3,148.9
509576,3,115.8
509577,16,556.8
509578,3,154.3
509579,2,94.1
509580,3,140.6
509581,1,19.6
509582,7,372.8
509583,8,156.9
509584,2,59.0
509585,8,1187.2
509586,7,224.0
509587,1,50.7
509588,5,104.5
509589,1,78.6
509590,4,94.0
509591,1,12.6
509592,10,430.8
509593,8,501.9
509594,10,270.1
509595,3,144.2
509596,1,22.1
509597,2,88.2
509598,2,85.8
509599,1,47.8
509600,9,281.5
509601,7,282.7
509602,12,515.4
509603,6,62.6
509604,1,94.3
509605,4,520.3
509606,7,139.9
509607,3,251.3
509608,6,302.5
509609,1,51.8
509610,1,27.3
509611,1,25.6
509612,2,54.6
509613,3,58.7
509614,1,21.6
509615,1,39.3
509616,2,143.9
509617,7,498.4
509618,1,26.3
509619,8,751.7
509620,8,137.2
509621,4,61.9
509622,3,36.6
509623,6,110.6
509624,1,86.1
509625,1,29.8
509626,6,262.3
509627,3,53.3
509628,9,199.7
509629,6,102.3
509630,1,15.8
509631,4,119.9
509632,5,304.6
509633,7,173.3
509634,3,31.8
509635,6,473.0
509636,7,347.0
509637,4,98.2
509638,3,51.7
509639,2,93.3
509640,4,74.9
509641,10,133.1
509642,4,477.1
509643,4,82.5
509644,2,78.5
509645,14,300.5
509646,2,82.5
509647,3,67.4
509648,2,74.5
509649,5,113.5
509650,2,49.3
509651,5,143.2
509652,2,37.5
509653,3,65.5
509654,18,365.8
509655,7,123.2
509656,6,250.3
509657,1,41.8
509658,2,32.5
509659,8,745.8
509660,2,42.2
509661,2,113.4
509662,4,40.9
509663,1,44.3
509664,1,15.1
509665,1,26.7
509666,2,58.5
509667,10,261.7
509668,2,73.7
509669,6,248.7
509670,5,138.3
509671,3,89.9
509672,3,158.3
509673,4,212.0
509674,6,122.7
509675,11,779.3
509676,15,386.1
509677,3,65.1
509678,2,96.0
509679,2,102.5
509680,3,28.9
509681,3,41.6
509682,4,116.5
509683,3,94.6
509684,4,138.9
509685,2,53.4
509686,1,51.0
509687,2,96.6
509688,14,204.4
509689,14,247.8
509690,1,69.8
509691,8,240.2
509692,10,344.1
509693,1,103.3
509694,2,79.8
509695,7,226.4
509696,7,144.7
509697,8,497.3
509698,5,167.5
509699,1,44.4
509700,2,198.1
509701,5,229.7
509702,2,74.3
509703,4,214.9
509704,5,204.1
509705,2,103.1
509706,10,121.2
509707,9,406.9
509708,1,35.4
509709,4,99.4
509710,9,342.1
509711,12,291.3
509712,6,267.5
509713,10,223.4
509714,4,98.5
509715,15,473.8
509716,4,438.6
509717,2,46.7
509718,4,166.2
509719,2,77.9
509720,1,155.6
509721,2,97.4
509722,14,424.0
509723,3,102.0
509724,10,236.3
509725,14,1111.9
509726,3,37.2
509727,7,154.8
509728,7,329.2
509729,5,355.1
509730,2,52.2
509731,2,57.3
509732,4,152.7
509733,25,701.6
509734,7,753.5
509735,5,219.2
509736,1,30.5
509737,4,199.4
509738,1,69.3
509739,2,41.3
509740,4,127.8
509741,1,41.3
509742,4,73.2
509743,3,66.2
509744,6,205.5
509745,11,275.0
509746,4,377.0
509747,9,223.7
509748,3,130.4
509749,9,424.0
509750,7,276.6
509751,8,148.5
509752,8,384.0
509753,11,1077.1
509754,2,105.8
509755,9,224.8
509756,12,560.3
509757,1,24.4
509758,2,61.2
509759,13,405.1
509760,5,212.1
509761,20,864.9
509762,6,121.9
509763,9,583.7
509764,6,166.2
509765,3,87.2
509766,10,563.3
509767,4,304.6
509768,7,400.1
509769,5,262.7
509770,2,59.0
509771,4,119.0
509772,2,40.4
509773,1,38.7
509774,1,42.3
509775,3,58.5
509776,5,132.2
509777,1,69.6
509778,2,44.7
509779,5,178.4
509780,6,159.6
509781,2,74.3
509782,2,77.9
509783,6,206.4
509784,6,161.8
509785,1,22.1
509786,4,123.5
509787,6,141.2
509788,5,54.9
509789,2,70.0
509790,1,24.2
509791,1,57.3
509792,6,441.7
509793,9,287.6
509794,13,329.2
509795,3,98.0
509796,3,107.9
509797,5,84.3
509798,1,42.7
509799,9,391.1
509800,3,278.0
509801,2,22.5
509802,5,125.1
509803,10,557.0
509804,1,63.2
509805,3,107.3
509806,2,150.9
509807,4,125.9
509808,6,189.9
509809,3,87.1
509810,11,364.1
509811,7,269.1
509812,15,280.5
509813,2,53.9
509814,8,177.1
509815,1,52.2
509816,16,627.9
509817,4,183.2
509818,5,191.1
509819,2,83.5
509820,9,273.5
509821,5,236.6
509822,12,316.0
509823,9,385.7
509824,3,214.3
509825,5,270.6
509826,5,407.9
509827,1,22.4
509828,7,81.5
509829,3,185.2
509830,4,58.3
509831,1,79.6
509832,5,160.6
509833,3,105.4
509834,2,79.0
509835,3,115.6
509836,15,931.0
509837,10,444.3
509838,11,1241.2
509839,1,104.1
509840,1,29.2
509841,6,136.6
509842,4,215.6
509843,6,232.7
509844,13,214.6
509845,18,799.3
509846,7,167.0
509847,3,54.1
509848,2,73.3
509849,8,280.8
509850,3,91.2
509851,6,201.8
509852,5,310.7
509853,2,69.5
509854,10,318.4
509855,3,97.0
509856,1,44.9
509857,7,362.6
509858,8,367.5
509859,8,733.0
509860,9,340.6
509861,2,68.5
509862,8,84.1
509863,1,23.5
509864,8,152.4
509865,2,110.7
509866,4,96.4
509867,1,22.3
509868,9,569.7
509869,5,64.5
509870,1,17.8
509871,14,342.0
509872,10,288.0
509873,4,114.8
509874,5,256.8
509875,2,109.5
509876,6,285.0
509877,15,1243.4
509878,2,77.7
509879,5,459.0
509880,2,120.8
509881,5,161.4
509882,12,218.1
509883,1,37.7
509884,4,114.0
509885,7,339.7
509886,5,140.6
509887,6,487.3
509888,6,88.6
509889,1,53.4
509890,6,153.9
509891,2,92.0
509892,2,225.8
509893,2,46.4
509894,3,144.0
509895,3,580.1
509896,5,118.1
509897,4,93.4
509898,7,268.0
509899,2,46.9
509900,8,259.5
509901,1,54.2
509902,5,115.2
509903,2,37.1
509904,7,534.4
509905,4,327.3
509906,3,68.6
509907,8,607.2
509908,3,194.2
509909,4,195.8
509910,1,41.2
509911,10,550.1
509912,1,54.4
509913,7,103.7
509914,10,351.1
509915,4,138.0
509916,4,85.5
509917,1,42.9
509918,5,205.5
509919,8,263.0
509920,6,244.2
509921,4,90.4
509922,7,254.0
509923,3,227.0
509924,2,71.2
509925,2,50.8
509926,4,72.0
509927,5,241.2
509928,4,172.5
509929,2,73.6
509930,1,42.7
509931,25,782.3
509932,1,72.7
509933,1,53.1
509934,4,387.6
509935,6,188.8
509936,8,157.2
509937,1,45.4
509938,2,50.1
509939,4,115.1
509940,5,196.7
509941,3,76.9
509942,4,42.5
509943,1,52.5
509944,7,106.7
509945,4,82.8
509946,4,179.5
509947,10,463.0
509948,1,52.7
509949,4,174.2
509950,4,158.1
509951,12,410.3
509952,2,46.7
509953,4,72.6
509954,5,814.2
509955,4,137.5
509956,2,113.1
509957,2,58.9
509958,6,207.0
509959,2,59.0
509960,12,388.1
509961,5,350.8
509962,4,265.5
509963,5,199.9
509964,7,179.4
509965,9,237.5
509966,4,88.7
509967,5,179.8
509968,1,38.5
509969,9,608.8
509970,11,538.6
509971,21,194.1
509972,1,16.2
509973,1,35.7
509974,2,49.9
509975,17,808.1
509976,10,458.8
509977,1,44.6
509978,1,36.3
509979,4,249.5
509980,4,272.6
509981,8,326.8
509982,4,221.4
509983,4,92.1
509984,7,267.6
509985,4,239.0
509986,2,79.5
509987,1,32.7
509988,9,502.2
509989,3,108.5
509990,8,541.9
509991,4,180.4
509992,8,428.8
509993,3,202.8
509994,2,115.2
509995,2,121.3
509996,1,66.0
509997,4,141.4
509998,6,114.1
509999,16,554.1
510000,12,1460.2
510001,4,114.4
510002,2,17.6
510003,5,617.1
510004,2,121.5
510005,2,54.5
510006,5,102.4
510007,2,54.1
510008,5,213.8
510009,1,58.6
510010,4,222.9
510011,1,19.1
510012,6,168.6
510013,2,40.9
510014,9,472.4
510015,1,38.0
510016,7,68.1
510017,4,151.7
510018,2,18.3
510019,2,41.8
510020,3,134.9
510021,11,329.0
510022,1,23.2
510023,2,126.5
510024,1,70.6
510025,14,401.2
510026,4,105.1
510027,7,369.6
510028,2,63.9
510029,3,152.3
510030,7,580.1
510031,5,98.0
510032,1,60.3
510033,9,377.1
510034,4,139.9
510035,18,203.6
510036,1,41.1
510037,1,11.1
510038,6,281.5
510039,2,96.5
510040,3,117.7
510041,8,470.6
510042,3,77.8
510043,8,432.0
510044,1,38.8
510045,15,622.2
510046,4,134.2
510047,1,40.5
510048,3,99.6
510049,1,24.6
510050,10,227.5
510051,1,64.0
510052,3,136.9
510053,3,129.0
510054,13,490.2
510055,1,38.9
510056,10,189.9
510057,7,325.4
510058,2,70.8
510059,4,213.7
510060,3,203.9
510061,1,28.9
510062,3,107.7
510063,5,294.8
510064,5,74.1
510065,2,30.0
510066,9,247.3
510067,7,313.7
510068,7,364.5
510069,9,112.4
510070,3,91.7
510071,3,82.4
510072,6,132.5
510073,3,56.5
510074,2,65.1
510075,7,386.9
510076,7,158.8
510077,10,310.9
510078,4,94.4
510079,3,234.5
510080,2,61.1
510081,11,1203.1
510082,8,179.7
510083,3,135.3
510084,7,361.3
510085,3,171.6
510086,3,146.8
510087,3,78.8
510088,22,487.5
510089,14,373.7
510090,4,233.9
510091,2,29.8
510092,4,324.4
510093,7,339.8
510094,2,55.1
510095,11,814.2
510096,2,112.5
510097,4,218.8
510098,3,203.0
510099,14,188.3
510100,5,153.6
510101,4,123.3
510102,3,146.3
510103,1,36.3
510104,2,77.4
510105,1,32.4
510106,1,51.0
510107,2,281.4
510108,15,453.7
510109,3,61.4
510110,17,711.0
510111,11,720.6
510112,4,278.4
510113,4,192.3
510114,7,362.5
510115,1,85.6
510116,5,175.2
510117,3,95.1
510118,1,55.2
510119,8,201.4
510120,3,89.7
510121,1,77.1
510122,16,383.2
510123,10,199.1
510124,8,268.3
510125,21,767.6
510126,11,759.4
510127,1,34.6
510128,9,219.2
510129,2,38.8
510130,8,185.0
510131,2,78.5
510132,4,86.2
510133,1,20.2
510134,1,59.6
510135,9,279.6
510136,5,278.8
510137,4,72.4
510138,6,631.0
510139,2,82.8
510140,3,62.1
510141,1,17.2
510142,18,446.0
510143,4,192.8
510144,8,250.9
510145,4,184.4
510146,13,905.0
510147,2,69.2
510148,9,157.1
510149,12,971.0
510150,11,196.5
510151,1,23.7
510152,2,64.9
510153,7,384.0
510154,1,28.1
510155,1,19.0
510156,5,106.3
510157,2,88.1
510158,4,105.0
510159,1,73.9
510160,11,571.8
510161,5,190.8
510162,4,118.7
510163,10,414.0
510164,2,75.7
510165,6,288.7
510166,8,377.3
510167,10,282.6
510168,4,121.1
510169,7,168.0
510170,12,269.7
510171,6,376.1
510172,9,238.9
510173,5,62.2
510174,7,164.8
510175,1,40.2
510176,2,68.1
510177,2,62.3
510178,7,382.1
510179,4,156.1
510180,6,407.6
510181,5,172.2
510182,3,99.4
510183,8,130.2
510184,1,9.1
510185,9,483.9
510186,2,51.8
510187,2,77.7
510188,8,581.8
510189,10,641.3
510190,2,53.6
510191,18,523.2
510192,6,274.0
510193,8,522.8
510194,2,37.8
510195,4,54.0
510196,7,330.8
510197,13,433.9
510198,5,149.9
510199,1,36.2
510200,2,50.0
510201,5,137.3
510202,10,490.1
510203,1,150.1
510204,4,120.8
510205,1,35.5
510206,3,153.4
510207,3,122.6
510208,1,38.6
510209,8,170.3
510210,4,54.8
510211,8,294.8
510212,2,53.6
510213,2,47.6
510214,14,802.9
510215,4,139.6
510216,12,550.1
510217,3,66.0
510218,12,512.7
510219,7,90.7
510220,5,211.3
510221,3,139.8
510222,10,178.2
510223,3,69.8
510224,11,238.6
510225,4,221.1
510226,1,77.9
510227,9,450.5
510228,5,70.1
510229,8,431.0
510230,2,105.1
510231,8,466.0
510232,1,18.5
510233,1,54.1
510234,5,116.6
510235,11,319.0
510236,7,280.6
510237,8,319.7
510238,9,179.4
510239,13,710.2
510240,3,254.4
510241,8,396.0
510242,5,331.6
510243,6,308.7
510244,4,180.5
510245,3,79.8
510246,4,110.7
510247,1,26.0
510248,7,306.6
510249,2,47.1
510250,8,729.0
510251,3,87.0
510252,14,435.1
510253,1,47.7
510254,4,65.9
510255,7,204.7
510256,3,112.5
510257,2,28.0
510258,2,74.8
510259,5,148.7
510260,1,57.8
510261,3,135.7
510262,2,301.7
510263,2,56.9
510264,11,224.8
510265,17,3169.0
510266,2,71.5
510267,14,219.4
510268,3,65.1
510269,4,151.1
510270,17,316.0
510271,1,24.7
510272,2,24.2
510273,2,49.4
510274,2,80.1
510275,3,58.9
510276,4,112.3
510277,1,40.6
510278,3,193.9
510279,4,223.6
510280,3,118.6
510281,2,55.8
510282,4,189.3
510283,4,114.4
510284,2,40.4
510285,4,119.0
510286,2,36.2
510287,7,192.8
510288,3,112.0
510289,9,133.8
510290,11,355.2
510291,5,258.6
510292,4,259.4
510293,2,34.3
510294,5,143.4
510295,11,265.1
510296,8,120.7
510297,2,23.6
510298,5,278.6
510299,2,77.3
510300,5,172.3
510301,3,149.3
510302,6,168.3
510303,8,193.4
510304,2,76.5
510305,3,200.4
510306,3,113.5
510307,3,61.2
510308,4,167.4
510309,2,102.9
510310,3,101.7
510311,1,41.6
510312,2,73.7
510313,16,551.2
510314,2,115.3
510315,7,275.8
510316,5,472.8
510317,15,479.0
510318,5,315.6
510319,14,486.8
510320,2,105.0
510321,3,95.8
510322,4,116.5
510323,5,128.7
510324,4,225.4
510325,2,219.0
510326,4,326.3
510327,8,222.4
510328,5,480.6
510329,1,31.5
510330,3,130.2
510331,3,107.1
510332,17,837.6
510333,7,211.3
510334,3,113.9
510335,6,288.5
510336,2,66.6
510337,1,43.1
510338,8,125.9
510339,3,166.6
510340,1,16.5
510341,4,90.5
510342,2,47.3
510343,5,105.8
510344,1,36.3
510345,1,34.4
510346,9,460.7
510347,9,257.3
510348,1,41.5
510349,1,23.3
510350,5,206.0
510351,5,202.6
510352,3,103.7
510353,17,997.6
510354,4,150.1
510355,1,52.1
510356,1,53.3
510357,6,272.2
510358,11,436.3
510359,5,115.3
510360,9,339.5
510361,7,434.5
510362,4,137.8
510363,13,655.7
510364,2,92.5
510365,4,119.4
510366,1,17.9
510367,4,87.5
510368,1,42.0
510369,2,83.5
510370,1,22.1
510371,2,56.9
510372,11,269.9
510373,3,66.7
510374,17,1431.6
510375,6,388.5
510376,1,23.9
510377,13,744.5
510378,1,165.9
510379,4,73.9
510380,3,81.4
510381,5,439.1
510382,8,226.7
510383,3,131.6
510384,6,257.2
510385,4,141.5
510386,5,272.5
510387,5,301.7
510388,1,23.9
510389,12,808.1
510390,14,971.3
510391,6,366.4
510392,3,154.2
510393,2,294.1
510394,10,261.6
510395,2,103.7
510396,12,814.9
510397,8,270.5
510398,2,182.7
510399,2,52.6
510400,3,70.9
510401,6,150.6
510402,3,40.7
510403,4,113.5
510404,4,188.0
510405,2,32.9
510406,5,92.1
510407,2,17.7
510408,1,26.6
510409,5,100.4
510410,7,367.2
510411,1,44.5
510412,2,306.3
510413,1,24.6
510414,10,799.7
510415,6,204.8
510416,2,64.4
510417,8,288.5
510418,3,88.9
510419,12,400.6
510420,5,137.0
510421,10,1168.7
510422,3,193.7
510423,9,140.3
510424,1,44.3
510425,7,176.3
510426,1,88.7
510427,2,78.3
510428,3,67.2
510429,1,27.8
510430,16,636.4
510431,5,168.0
510432,4,425.0
510433,10,394.5
510434,14,1306.3
510435,6,147.0
510436,1,29.6
510437,7,180.0
510438,5,104.2
510439,16,457.1
510440,2,124.2
510441,6,186.5
510442,1,39.8
510443,1,24.1
510444,2,87.6
510445,11,148.8
510446,7,310.8
510447,2,58.8
510448,7,460.2
510449,5,273.8
510450,11,637.4
510451,10,265.9
510452,8,270.7
510453,6,679.7
510454,1,24.9
510455,3,67.8
510456,10,329.0
510457,7,252.4
510458,1,52.7
510459,4,124.6
510460,3,105.6
510461,5,106.2
510462,8,640.9
510463,5,373.0
510464,6,193.9
510465,2,198.8
510466,3,105.6
510467,4,102.7
510468,7,448.1
510469,3,95.5
510470,12,1097.0
510471,7,120.0
510472,4,197.1
510473,2,186.4
510474,9,168.8
510475,3,88.5
510476,8,296.0
510477,2,114.3
510478,3,113.8
510479,4,183.7
510480,6,649.0
510481,1,103.5
510482,1,24.6
510483,3,116.9
510484,3,90.2
510485,5,152.0
510486,3,85.8
510487,2,45.8
510488,3,44.9
510489,5,254.3
510490,2,49.3
510491,3,241.2
510492,2,132.5
510493,6,190.8
510494,11,632.4
510495,2,58.6
510496,5,224.5
510497,3,227.8
510498,5,132.1
510499,3,119.8
510500,7,291.4
510501,12,340.7
510502,5,213.0
510503,5,154.6
510504,1,47.3
510505,15,379.8
510506,1,29.2
510507,2,54.4
510508,7,143.7
510509,6,365.3
510510,1,81.0
